Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Mal Waldron Quintet Featuring Gigi Gryce And Idrees Sulieman – Mal-1,Prestige – PRLP 7090,US,"Vinyl, LP, Album, Mono","Recorded in Hackensack, NJ; November 9, 1956.

First pressing: W. 50th Street, N.Y.C. version.",Jazz,May 1957,Hard Bop,"Rated 4.67 of 12 votes (53 have, 204 want)",Very Good (VG),Sleeve: Poor (P),99.3%,"Van Gelder Studio, Hackensack, New Jersey",nan,$279.99
The Horace Silver Quintet – Further Explorations,Blue Note – BLP 1589,US,"Vinyl, LP, Album, Mono","Recorded on January 13, 1958.

The 1st original MONO issue has:
- blue and white deep groove Blue Note Records - 47 West 63rd - NYC labels (no Inc., no ®)
- RVG stamped in the dead wax, both sides
- P, wrongly called ""ear"", for Plastylite plant etched in the dead wax, both sides
- no address on back-cover
- front laminated cover
- printed spine

A1 to B2 published by Ecaroh Music, ASCAP
B3 publsished by Mills Music, ASCAP",Jazz,Mar 1958,Hard Bop,"Rated 4.39 of 41 votes (253 have, 245 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$300.00
Curtis Fuller – New Trombone,"Prestige – 7107, Prestige – PRLP 7107",US,"Vinyl, LP, Album, Mono","Recorded May 11, 1957.

Deep Groove, 446 W. 50th ST., N.Y.C. Fireworks Label, RVG & Ear stamps",Jazz,1957,Hard Bop,"Rated 4.63 of 8 votes (36 have, 211 want)",Good Plus (G+),Sleeve: Generic,100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$300.00
Lee Morgan – The Sidewinder,"Blue Note – BLP 4157, Blue Note – 4157",US,"Vinyl, LP, Album, Mono, Deep groove","This edition has deep groove labels on both sides. New York USA labels. Van Gelder and ear mark in dead wax.

Recorded on December 21, 1963.

Barry Harris performs courtesy of Riverside Records.

1st Pressings have labels with “New York, USA” address, vangelder and ear (P for Plastylite pressing plant) in the matrix.",Jazz,Jul 1964,Hard Bop,"Rated 5.00 of 1 votes (6 have, 63 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$299.99
Carl Perkins (4) – Introducing...,"Dooto Records – DL-211, Dooto Records – AULS-211",US,"Vinyl, LP, Album","Recorded in Los Angeles, 1955. The label name was changed to Dooto from Dootone in January 1957 (to avoid a lawsuit from Duo-Tone Records).",Jazz,1957,"Bop, Hard Bop, Soul-Jazz","Rated 4.50 of 2 votes (16 have, 43 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),95.2%,nan,nan,$300.00
Woods* / Byrd* – The Young Bloods,Prestige – LP 7080,US,"Vinyl, LP, Album, Mono","Recorded November 2, 1956.

Deep groove pressing. RVG in runout.
Prestige Records Inc. 446W. 50th ST., N.Y.C.",Jazz,1956,Hard Bop,"Rated 4.60 of 10 votes (50 have, 177 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$285.07
The Red Garland Trio – Groovy,Prestige – 7113,US,"Vinyl, LP, Album, Mono","Tracks B1 & B2 recorded December 14, 1956.
Track B3 recorded May 24, 1957.
Tracks A1 to A3 recorded August 9, 1957.",Jazz,1957,"Hard Bop, Modal","Rated 4.13 of 16 votes (119 have, 229 want)",Very Good (VG),Sleeve: Very Good (VG),97.2%,"Van Gelder Studio, Hackensack, New Jersey",nan,$300.00
The Miles Davis Quintet – Relaxin' With The Miles Davis Quintet,"Prestige – 7129, Prestige – PRLP 7129",US,"Vinyl, LP, Album, Mono, Abbey Press","Yellow deep groove Prestige fireworks label with ""Prestige Records, Inc., 203 South Washington, Ave., Bergenfield, N.J."" address and RVG stamps in both sides of deadwax along with the upwards arrow stamp that is associated with Abbey Manufacturing. This also has the dime-sized pressing indentation around the spindle hole on Side A definitely denoting Abbey Record Manufacturing. Has a small sideways ""c"" on side A runout stamped after RVG and a larger ""C"" stamped in the same place on side B. See the link with the submission notes for more info.

Thick cardboard cover with laminated front.

First catalog number on cover, second on label.",Jazz,1958,Hard Bop,"Rated 4.67 of 3 votes (16 have, 52 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,"Abbey Record Manufacturing Co., Inc.",$275.00
Wynton Kelly – Kelly Blue,Riverside Records – RLP 12-298,US,"Vinyl, LP, Album, Mono",Blue 'mic and reel' labels with 'BILL GRAUER PRODUCTIONS' along the bottom (no 'INC.').,Jazz,1959,"Bop, Hard Bop","Rated 4.43 of 7 votes (118 have, 202 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,Reeves Sound Studios,nan,$298.99
The Miles Davis Quintet – Miles Smiles,Columbia – CL 2601,US,"Vinyl, LP, Album, Mono","1st U.S. Pressing

The following is printed in the inner label of the LP:

<-""360 SOUND"" MONO ""360 SOUND""->
(in white lettering, located at the bottom of the inner label on the record)",Jazz,Jan 1967,"Hard Bop, Post Bop, Modal","Rated 4.77 of 31 votes (394 have, 273 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.0%,nan,"Columbia Records Pressing Plant, Pitman",$269.99
''Baby Face'' Willette* – Face To Face,Blue Note – BLP 4068,US,"Vinyl, LP, Album, Mono","Recorded on January 30, 1961.

Tracks' duration source Wikipedia: https://en.wikipedia.org/wiki/Face_to_Face_(Baby_Face_Willette_album)",Jazz,1961,"Hard Bop, Soul-Jazz","Rated 4.53 of 19 votes (105 have, 241 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$299.99
John Jenkins (2) – Jazz Eyes,"Regent – MG 6056, Regent – RMG 6056",US,"Vinyl, LP, Album","Recorded September 10, 1957.
Front cover & label credits Art Taylor, not Arthur Taylor as on the rear cover.
Green Regent label with ""RMG 6056"" as catalog number.
Runoff grooves has ""RVG"", ""RMG 6056-A"" and ""RMG 6056-B"" and X20 engraved. Also the horizontal ""A"".",Jazz,1957,"Hard Bop, Bop","Rated 3.75 of 4 votes (39 have, 107 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Hackensack, New Jersey",nan,$300.00
Art Taylor – Taylor's Wailers,Prestige – 7117,US,"Vinyl, LP, Album, Mono","A1, A3 to B3: Recorded February 25, 1957
A2: Recorded March 22, 1957

Yellow and black label with 446 W. 50th St., N. Y. C. address.",Jazz,1957,Hard Bop,"Rated 4.40 of 15 votes (68 have, 195 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$300.00
Gene Ammons – Boss Tenor,Prestige – PRST 7180,US,"Vinyl, LP, Album, Stereo","Recorded at the Van Gelder Studio, Englewood Cliffs, NJ; June 16, 1960.
Black/silver label pressing. ""RVG STEREO"" stamped into deadwax.
Also issued in mono (PRLP 7180).",Jazz,1960,"Hard Bop, Soul-Jazz","Rated 4.63 of 8 votes (76 have, 115 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.8%,"Van Gelder Studio, Englewood Cliffs, New Jersey","Abbey Record Manufacturing Co., Inc.",$300.00
Sonny Red With Grant Green And Barry Harris (2) – The Mode,Jazzland – JLP 59,US,"Vinyl, LP, Album, Mono","Recorded at Plaza Sound Studios, New York City on May 29 (A2, A4, B2, B3) and December 14 (A1, A3, B1), 1961.

Orange labels.",Jazz,1962,Hard Bop,"Rated 3.60 of 10 votes (46 have, 168 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.0%,Plaza Sound Studios,nan,$299.99
"Thad Jones - Frank Wess - Teddy Charles - Mal Waldron - Doug Watkins - Elvin Jones, The Prestige All Stars – Olio","Prestige – 7084, Prestige – LP 7084, Prestige – PRLP 7084",US,"Vinyl, LP, Album, Mono","Recorded February, 16, 1957. Same group of musicians as the Prestige All Stars.
Printed in U.S.A.

Prestige Records Inc. N.Y.C., 446 West 50th Street, New York 19, N.Y.

1st cat# on front sleeve, 2nd cat# on rear; 3rd cat# on center labels",Jazz,1957,Hard Bop,"Rated 4.50 of 14 votes (58 have, 236 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),99.5%,"Van Gelder Studio, Hackensack, New Jersey",nan,$300.00
Tommy Turrentine – Tommy Turrentine,Time Records (3) – T/70008,US,"Vinyl, LP, Album, Mono",nan,Jazz,Mar 1960,Hard Bop,"Rated 3.67 of 9 votes (54 have, 79 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$300.00
Bill Evans / Roy Haynes / Eric Dolphy / Oliver Nelson / Paul Chambers (3) / Freddie Hubbard – The Blues And The Abstract Truth,"Impulse! – A-5-S, Impulse! – STEREO A-5",US,"Vinyl, LP, Album, Stereo","This is the first stereo pressing of this album. It has an ""abstract"" cover, as opposed to later pressings with a photo of Oliver Nelson. This cover was quickly withdrawn. Also unlike later pressings, the cover and label credit the album to all six musicians and not just to Nelson.

True first pressings have orange and black labels. The print at the bottom, in white, reads ""A Product of Am-Par Record Corp. Printed In U.S.A.""

""RVG STEREO"" is stamped in the dead wax.

Cat. no. on cover is STEREO A-5. Cat. no. on label is A-5-S.

Recorded 23 February, 1961.",Jazz,1961,"Hard Bop, Modal","Rated 4.56 of 27 votes (149 have, 771 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,nan,nan,$300.00
Miles Davis – Blue Moods,Debut Records – DEB-120,US,"Vinyl, LP, Album","Recorded July 9, 1955",Jazz,1955,Hard Bop,"Rated 4.24 of 25 votes (147 have, 574 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,nan,nan,$299.99
Sonny Rollins – Volume 2,Blue Note – BLP 1558,US,"Vinyl, LP, Album, Mono, 47 West","Jay Jay Johnson performs by courtesy of Columbia Recordss. Thelonious Monk performs by courtesy of Riverside Records.
Recorded on April 14, 1957.

This release is for 2nd pressing, with 47W 63rd NYC label:

For collectors, it's key to know that 2nd pressings of this release must have:

01. 47 west 63rd NYC on label
02. No ® under the E of Note on label
03. RVG initials stamped in dead wax of side 1 + 9M and RVG hand etched in dead wax of side 2
04. 'P' a.k.a. Plastylite ""ear"" in dead wax of both sides
05. Deep Groove on both sides
06. Beaded rim, not flat
07. New York 23 address on back cover, no ""inc""
08. Blank spine
09. Laminated cover (source: ""Blue Note Records, A Guide to Identifying Original Pressings"" - written by Frederic Cohen).

The images added to this submission demonstrate this 2nd pressing.

----

First pressing (with NY 23 label) can be found here: 1st Pressing",Jazz,Sep 1957,Hard Bop,"Rated 4.71 of 35 votes (244 have, 369 want)",Very Good (VG),Sleeve: Very Good (VG),98.9%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$275.00
Miles Davis All Stars – Walkin',Prestige – PRLP 7076,US,"Vinyl, LP, Album, Compilation, Mono","First label with 446 W. 50th St. N.Y.C. address on both sides label. Cover address is 447 west 50th Street, New York 19, N.Y.
Side A previously released as LP182 ""All Star Sextet""(10'- 1954)
Side B previously released as LP185 ""Miles Davis Quintet""(10'-1954)",Jazz,1957,Hard Bop,"Rated 4.50 of 30 votes (311 have, 340 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,"Abbey Record Manufacturing Co., Inc.",$300.00
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 5037,US,"Vinyl, LP, 10"", Album","Recorded live on February 21, 1954.",Jazz,1954,Hard Bop,"Rated 4.50 of 12 votes (67 have, 141 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,Birdland,nan,$272.25
John Coltrane – My Favorite Things,Atlantic – 1361,US,"Vinyl, LP, Album, Stereo","Recorded at Atlantic Studios, New York, NY
Track A1 on October 21, 1960
Track B1 on October 24, 1960
Tracks A2 & B2 on October 26, 1960
Green / blue labels.

1962-1966 reissue

Publishers:
A1: Williamsson, ASCAP
A2: Chappell, ASCAP
B1: Gershwin Pub., ASCAP
B2: New World, ASCAP

Printed in U.S.A.",Jazz,1962,"Hard Bop, Modal","Rated 4.83 of 6 votes (68 have, 318 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),98.1%,Atlantic Studios,nan,$300.00
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Blue Note – BLP 4017,US,"Vinyl, LP, Album, Reissue, Mono, Microgroove","Recorded on August 29 (A1, B2) and 30 (A3, A4, B1) and September 13 (A2, B3), 1959

On one side label is 47 W. 63rd NYC address and on the other side it is New York USA. Deep groove on one side.

RVG and Plastylite ear are in the run out grooves of both sides.

Back cover reads ""43 West 61st St., New York 23"".",Jazz,1963,Hard Bop,"Rated 4.67 of 6 votes (54 have, 78 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$299.99
Donald Byrd – Royal Flush,Blue Note – BLP 4101,US,"Vinyl, LP, Album, Mono","Recorded on September 21, 1961.",Jazz,1961,"Hard Bop, Soul-Jazz, Post Bop","Rated 4.68 of 22 votes (151 have, 357 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$280.00
Dexter Gordon – A Swingin' Affair,Blue Note – BST-84133,US,"Vinyl, LP, Album, Stereo","Recorded on August 29, 1962. VAN GELDER STEREO. As noted in the book ""Blue Note Records, A Guide For Identifying Original Pressings"" by Frederick Cohen from the New York based Jazz Record Center, the 1st pressing of this stereo version of the album has the Van Gelder and Stereo stamp in the dead wax, including the ""ear"" shaped P of the Plastylite pressing plant. The images added to this release display those details. Interesting note is that the true catalogue number of the stereo pressing is BST-84133, while the dead wax images show that Rudy van Gelder etched it as BNST-84133. All details can be verified and confirmed in the book mentioned above.",Jazz,1962,Hard Bop,"Rated 4.63 of 8 votes (108 have, 196 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$275.00
Wynton Kelly – Kelly Great,Vee Jay Records – VJSR-1016,US,"Vinyl, LP, Album, Misprint, Stereo","Recorded Fine Sound Studios, NYC, August 12, 1959.

Original gold label, black lettering with deep groove. Title on original cover is misspelled ""Kelley Great"" and artist's name is misspelled ""Wynton Kelley."" Name is correct on reverse and labels, and corrected on later pressings.",Jazz,1960,Hard Bop,"No Rating Yet (10 have, 54 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$299.99
Mal Waldron With Eric Dolphy And Booker Ervin – The Quest,"New Jazz – NJ 8269, New Jazz – NJLP 8269",US,"Vinyl, LP, Album, Mono, Wide DG/Textured cover","This edition has purple New Jazz labels, wide deep groove both sides, RVG stamped. There is a small circle ring seen on side 2 label only. The front cover is textured, as seen in the second photo on discogs.

Recorded June 27, 1961.

Purple NEW JAZZ label, 'VAN GELDER' on runout",Jazz,Jul 1962,"Free Jazz, Hard Bop","Rated 4.77 of 31 votes (155 have, 694 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$299.99
Eric Dolphy Quintet – Outward Bound,New Jazz – NJLP-8236,US,"Vinyl, LP, Album, Mono","Recorded in Englewood Cliffs, NJ; April 1, 1960

Original New Jazz labels with deep groove on both sides.",Jazz,1960,"Hard Bop, Post Bop","Rated 4.64 of 42 votes (197 have, 450 want)",Very Good (VG),Sleeve: Very Good (VG),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey","Abbey Record Manufacturing Co., Inc.",$299.95
Donald Byrd – Royal Flush,"Blue Note – ST-84101, Blue Note – BST 84101",US,"Vinyl, LP, Album, Stereo",nan,Jazz,1961,"Hard Bop, Soul-Jazz, Post Bop","Rated 4.65 of 17 votes (123 have, 262 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),99.8%,nan,nan,$265.50
Lou Donaldson with The Three Sounds – LD+3,Blue Note – BLP 4012,US,"Vinyl, LP, Album, Reissue, Mono","2nd Pressing (with INC and ®) on both West 63rd labels. Deep Groove, RVG and “P” aka Ear.

Jacket has no adress.",Jazz,1961,Hard Bop,"Rated 5.00 of 1 votes (15 have, 39 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.8%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$300.00
Horace Silver And The Jazz Messengers* – Horace Silver And The Jazz Messengers,Blue Note – BLP 1518,US,"Vinyl, LP, Compilation, Repress, Mono, 47 West 63rd NYC","Recorded on November 13, 1954 & February 6, 1955.

This issue has:
- Blue Note Records • 47 West 63rd • NYC address on deep grooved labels
- Blue Note Records 47 West 63rd. St. New York 23, address on back-cover",Jazz,1958,Hard Bop,"No Rating Yet (6 have, 25 want)",Very Good (VG),Sleeve: Good Plus (G+),99.6%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$300.00
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono","This pressing has:
- W 63 street address and no ® and microgroove on the labels
- Deep groove on both sides.
- no Inc. in address on back cover.
-""P"", for Plastylite Recording plant etched.
- RVG stamped in the trail off, both sides.
- Address in back cover should be printed with Serif font as it is considered the first printing. (Fred Cohen's ""A guide for Identifying Original Pressings"" p105)

Miles Davis performs by courtesy of Columbia Records.
Hank Jones performs by courtesy of Capitol Records.
Recorded on March 9, 1958.",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1087 have, 1718 want)",Good Plus (G+),Sleeve: Not Graded,99.5%,nan,Plastylite,$269.99
Art Farmer Quintet – Art Farmer Quintet,Prestige – PRLP 181,US,"Vinyl, LP, 10"", Album, Mono",Catalog number and RVG etched on both side.,Jazz,1954,Hard Bop,"Rated 4.00 of 2 votes (17 have, 65 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$289.99
Dexter Gordon – Our Man In Paris,Blue Note – BST 84146,US,"Vinyl, LP, Album, Stereo","New York USA label.
VAN GELDER and STEREO stamps, and ""ear"" in runout groove.
Original stereo release.",Jazz,1963,Hard Bop,"Rated 4.31 of 13 votes (124 have, 260 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,"CBS Studios, Paris",Plastylite,$299.99
