Label,Country,Genre,Release_Date,Style,fpress,spress,tpress,original,rare,dgroove,sealed,promo,xnotes,price,artist,album,reclabel,recyear,rating,votes,haves,wants,sleeve_cond_abbr,media_cond_abbr,seller_rating,media_cond_num,sleeve_cond_num
Reprise Records – R-6055,US,Jazz,1961,"Hard Bop, Latin Jazz",0,0,0,1,1,0,0,1,1,25.0,Eddie Cano , Here Is The Fabulous Eddie Cano,Reprise Records ,61,4.5,2.0,14.0,13.0,G,NM or M-,0.995,7,3
Blue Note – BST 84283,US,Jazz,1968,"Hard Bop, Post Bop, Modal",0,0,0,0,0,0,0,0,0,25.0,Booker Ervin , The In Between,Blue Note ,68,4.67,3.0,39.0,34.0,VG,VG+,0.995,6,5
Pacific Jazz – ST-73,US,Jazz,1963,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Joe Pass Featuring Clare Fischer , Catch Me!,Pacific Jazz ,63,4.0,2.0,36.0,42.0,VG+,VG,0.875,5,6
Columbia – CL 2416,US,Jazz,1965,"Bop, Hard Bop",1,0,0,0,0,0,0,0,1,25.0,Thelonious Monk , Misterioso,Columbia ,65,4.24,25.0,384.0,81.0,F,VG+,1.0,6,2
"Prestige – PRT-7693, Prestige – PRT 7693, Prestige – 7693",US,Jazz,1970,"Hard Bop, Soul-Jazz, Modal",0,0,0,0,0,0,0,0,0,25.0,Cedar Walton , Soul Cycle,Prestige ,70,4.8,5.0,42.0,101.0,VG+,NM or M-,0.996,7,6
BYG Records – BYG 529 120,France,Jazz,1969,Hard Bop,1,0,0,0,0,0,0,0,1,25.0,"Benny Golson, Curtis Fuller Featuring Lee Morgan ", Arabia,BYG Records ,69,4.5,4.0,28.0,35.0,VG+,VG+,1.0,6,6
Riverside Records – RLP-9342,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Wes Montgomery , Movin' Along,Riverside Records ,66,3.5,2.0,16.0,45.0,VG+,VG+,0.992,6,6
Columbia – CL 1610,US,Jazz,1961,"Cool Jazz, Hard Bop, Modal, Post Bop",0,0,0,1,1,0,1,1,1,25.0,Various , Jazz Poll Winners,Columbia ,61,3.55,11.0,201.0,5.0,VG+,VG+,0.997,6,6
Impulse! – A-9111,US,Jazz,1966,"Hard Bop, Post Bop",0,0,0,1,0,0,0,0,1,25.0,Sonny Rollins ," Original Music From The Score ""Alfie""",Impulse! ,66,4.64,36.0,302.0,255.0,VG,VG,0.998,5,5
United Artists Records – UAL 4045,US,"Jazz, Stage & Screen",1959,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,The Randy Weston Trio + Four Trombones* , Destry Rides Again,United Artists Records ,59,0.0,0.0,19.0,20.0,VG,VG,0.996,5,5
Riverside Records – RS-3041,US,Jazz,1969,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,Cannonball Adderley Sextet , Planet Earth,Riverside Records ,69,4.0,17.0,304.0,46.0,NM or M-,NM or M-,0.998,7,7
Blue Note – BLP 4054,US,Jazz,1963,Hard Bop,0,0,1,0,0,1,0,0,1,25.0,Art Blakey & The Jazz Messengers , Meet You At The Jazz Corner Of The World (Volume 1),Blue Note ,63,5.0,1.0,35.0,25.0,G+,G+,0.867,4,4
Verve Records – MG V-8251,US,Jazz,1957,"Bop, Hard Bop, Cool Jazz",0,0,0,1,0,1,0,0,1,25.0,Stan Getz And The Oscar Peterson Trio , Stan Getz And The Oscar Peterson Trio,Verve Records ,57,4.31,32.0,227.0,225.0,G+,VG,0.971,5,4
"Prestige – PR 7277, Prestige – PRST 7277",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Kenny Burrell , All Day Long,Prestige ,64,5.0,4.0,12.0,26.0,G+,VG,1.0,5,4
"Vee Jay Records – VJLP 3012, Vee Jay Records – SR 3012",US,Jazz,1964,"Modal, Hard Bop",0,0,0,1,1,0,1,1,1,25.0,Paul Chambers (3) , 1st Bassman,Vee Jay Records ,64,5.0,1.0,5.0,4.0,VG+,VG+,1.0,6,6
Status Records (2) – ST 8253,US,Jazz,1965,Hard Bop,0,0,0,1,0,0,0,0,1,25.0,Jackie McLean , A Long Drink Of The Blues,Status Records (2) ,65,4.43,7.0,61.0,54.0,VG,VG,1.0,5,5
Blue Note – NR-8831,Japan,Jazz,25 Oct 1970,"Hard Bop, Bop",0,0,0,1,0,0,0,0,1,25.0,Miles Davis , Volume 2,Blue Note ,70,5.0,1.0,16.0,25.0,VG+,NM or M-,0.9990000000000001,7,6
United Artists Records – UAL 4047,US,Jazz,1959,Hard Bop,0,0,0,1,0,0,0,0,1,25.0,Art Farmer , Brass Shout,United Artists Records ,59,3.67,3.0,64.0,54.0,NM or M-,VG+,1.0,6,7
Prestige – PRLP 7139,US,Jazz,1958,Hard Bop,0,0,0,1,0,1,0,0,1,25.0,The Red Garland Trio Plus Ray Barretto , Manteca,Prestige ,58,4.75,8.0,67.0,64.0,VG+,G+,1.0,4,6
Impulse! – AS-9119,US,Jazz,1966,"Hard Bop, Soul-Jazz, Swing",0,0,0,0,0,0,0,0,0,25.0,Shirley Scott , Roll 'Em: Shirley Scott Plays The Big Bands,Impulse! ,66,3.89,9.0,114.0,45.0,VG+,VG+,0.9940000000000001,6,6
Blue Note – BST 84277,US,Jazz,1968,"Hard Bop, Latin Jazz",0,0,0,0,0,0,0,0,0,25.0,The Horace Silver Quintet Featuring Stanley Turrentine , Serenade To A Soul Sister,Blue Note ,68,4.27,49.0,496.0,180.0,VG+,VG,0.9990000000000001,5,6
Epic – ELP-3501,Australia,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Slide Hampton & His Orchestra* ," Drum Suite Parts I, II, III, IV, V",Epic ,62,0.0,0.0,9.0,5.0,VG+,NM or M-,0.987,7,6
Riverside Records – RS 9474,US,Jazz,1963,"Hard Bop, Soul-Jazz",0,0,0,0,0,1,0,0,1,25.0,Nat Adderley , Little Big Horn!,Riverside Records ,63,0.0,0.0,9.0,20.0,VG+,VG+,1.0,6,6
Columbia – CS 9253,US,Jazz,1966,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,25.0,Miles Davis , 'Four' & More (Recorded Live In Concert),Columbia ,66,0.0,0.0,8.0,12.0,G,G+,0.9990000000000001,4,3
"Prestige – PR 7277, Prestige – PRST 7277",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Kenny Burrell , All Day Long,Prestige ,64,4.67,3.0,24.0,37.0,G,VG+,1.0,6,3
Blue Note – BST 84272,US,"Jazz, Funk / Soul",1968,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Blue Mitchell , Heads Up!,Blue Note ,68,4.18,49.0,359.0,311.0,G+,VG+,1.0,6,4
"Supraphon – SUA 157 20, Supraphon – SUA 15720, Supraphon – СУА 15720",Czechoslovakia,"Jazz, Stage & Screen",1967,"Hard Bop, Latin Jazz, Theme",0,0,0,1,0,0,0,0,1,25.0,SH/Jazz Quintet* , SH/Jazz Quintet,Supraphon ,67,4.6,5.0,31.0,18.0,VG+,NM or M-,1.0,7,6
Atlantic – SD 1474,US,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Nat Adderley , Live At Memory Lane,Atlantic ,67,0.0,0.0,2.0,1.0,VG+,VG+,0.997,6,6
Jazzland – JLP 10,US,Jazz,1960,"Bop, Hard Bop",0,0,0,1,0,1,0,0,1,25.0,Clark Terry / Kenny Dorham , Top Trumpets,Jazzland ,60,4.67,6.0,34.0,15.0,VG+,VG,0.996,5,6
RCA Victor – LSP-2559,US,"Jazz, Stage & Screen",1962,"Afro-Cuban Jazz, Hard Bop, Score, Easy Listening",0,0,0,0,0,0,0,0,0,25.0,Henry Mancini , Hatari! (Music From The Motion Picture Score),RCA Victor ,62,4.03,39.0,386.0,49.0,VG+,VG,0.955,5,6
Columbia – CS 8978.,US,Jazz,Jun 1964,"Hard Bop, Bop, Modal",1,0,0,0,0,0,0,0,1,25.0,The Miles Davis Sextet & The Thelonious Monk Quartet , Miles & Monk At Newport,Columbia ,64,4.46,46.0,685.0,206.0,VG+,VG+,0.995,6,6
Riverside Records – RLP 12-279,US,Jazz,1958,"Bop, Hard Bop",0,0,0,0,0,1,0,0,1,25.0,Thelonious Monk Quartet* , Misterioso,Riverside Records ,58,4.45,44.0,388.0,322.0,G+,G+,1.0,4,4
"Prestige – PR 7258, Prestige – PRLP 7258",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Red Garland , When There Are Grey Skies,Prestige ,64,0.0,0.0,20.0,17.0,VG+,VG,1.0,5,6
World Pacific Records – WP-1863,US,Jazz,1967,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,Billy Larkin And The Delegates , Don't Stop!,World Pacific Records ,67,4.29,14.0,79.0,57.0,NM or M-,NM or M-,0.9940000000000001,7,7
Skylark Records (2) – EP-107,US,Jazz,1953,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Bob Tulley Quintet , Bob Tulley Quintet,Skylark Records (2) ,53,0.0,0.0,1.0,1.0,VG,VG+,0.998,6,5
Charlie Parker Records – PLP-405-S,US,Jazz,1963,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Lester Young , Pres Is Blue,Charlie Parker Records ,63,4.6,5.0,81.0,11.0,M,M,1.0,8,8
"Prestige – PR 7566, Prestige – PRST-7566",US,Jazz,1968,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,Houston Person , Blue Odyssey,Prestige ,68,4.2,5.0,50.0,71.0,VG+,VG+,1.0,6,6
Mercury – MG-20894,US,Jazz,Jan 1964,"Hard Bop, Free Jazz, Post Bop",0,0,0,0,0,1,0,0,1,25.0,Roland Kirk , Kirk In Copenhagen,Mercury ,64,4.5,2.0,44.0,23.0,NM or M-,VG+,0.997,6,7
"BYG Records – BYG 529 111, BYG Records – 529.111",France,Jazz,1969,"Hard Bop, Space-Age, Modal",0,0,0,0,0,0,0,0,0,25.0,Sun Ra , The Futuristic Sounds Of Sun Ra,BYG Records ,69,4.61,31.0,239.0,433.0,VG+,VG,1.0,5,6
"Everest Records Archive Of Folk & Jazz Music – FS-220, Archive Of Folk Music – FS-220",US,Jazz,1968,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,25.0,Sonny Rollins , Sonny Rollins,Everest Records Archive Of Folk & Jazz Music ,68,4.11,18.0,367.0,39.0,NM or M-,NM or M-,1.0,7,7
Contemporary Records – S7620,US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Elmo Hope Trio , With Jimmy Bond & Frank Butler,Contemporary Records ,70,4.17,12.0,123.0,28.0,VG+,NM or M-,0.9940000000000001,7,6
Verve Records – V6-8622,US,Jazz,1965,"Post Bop, Hard Bop",0,0,0,0,0,1,0,0,1,25.0,Wynton Kelly Trio , Undiluted,Verve Records ,65,4.0,1.0,11.0,13.0,VG+,VG+,0.9990000000000001,6,6
Supraphon – SUA 15724,Czechoslovakia,Jazz,1966,"Big Band, Dixieland, Hard Bop, Latin Jazz",0,0,0,0,0,0,0,0,0,25.0,Various , Jazz In Czechoslovakia 7 (7th Review Of Best Czechoslovak Groups),Supraphon ,66,5.0,1.0,23.0,20.0,VG+,NM or M-,1.0,7,6
Blue Note – BLP 4076,US,Jazz,Aug 1961,Hard Bop,1,0,0,1,0,1,0,0,1,25.0,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,61,4.28,53.0,599.0,246.0,G,G,0.9990000000000001,3,3
RCA Victor – LPM-3761,US,Jazz,1967,"Contemporary Jazz, Hard Bop, Post Bop",0,0,0,1,1,0,1,1,1,25.0,Harold Vick , Straight Up,RCA Victor ,67,4.14,7.0,59.0,70.0,VG+,NM or M-,0.9990000000000001,7,6
Riverside Records – SE-2069,US,Jazz,Feb 1964,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Various , The Compositions Of Horace Silver,Riverside Records ,64,4.0,1.0,6.0,5.0,VG+,VG+,1.0,6,6
Pacific Jazz – PJ-10092,US,"Jazz, Latin",1965,"Hard Bop, Soul-Jazz, Latin Jazz",0,0,0,0,0,0,0,0,0,25.0,The Jazz Crusaders* , Chile Con Soul,Pacific Jazz ,65,5.0,1.0,4.0,15.0,VG+,VG+,0.998,6,6
Mercury – 125 313 MCL,Netherlands,Jazz,1964,"Bop, Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,Roland Kirk , Reeds And Deeds,Mercury ,64,4.5,6.0,55.0,29.0,VG+,VG,1.0,5,6
Blue Note – BST 84272,US,"Jazz, Funk / Soul",1970,"Hard Bop, Jazz-Funk",0,0,0,0,0,0,0,0,0,25.0,Blue Mitchell , Heads Up!,Blue Note ,70,4.29,7.0,61.0,103.0,VG+,VG+,0.9990000000000001,6,6
Jazzland – JLP 919S,US,Jazz,1960,Hard Bop,0,0,0,1,0,0,0,0,1,25.0,Charlie Rouse Quintet , Takin' Care Of Business,Jazzland ,60,4.0,5.0,42.0,67.0,VG,VG,0.971,5,5
Columbia – CS 8612,US,Jazz,1962,"Hard Bop, Modal",0,0,0,1,0,0,0,0,1,25.0,Miles Davis , Miles Davis At Carnegie Hall,Columbia ,62,4.12,52.0,726.0,114.0,VG,VG+,1.0,6,5
Capitol Records – ST 2663,US,"Jazz, Funk / Soul, Blues",Feb 1967,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Cannonball Adderley Quintet ," Mercy, Mercy, Mercy! - Live At ""The Club""",Capitol Records ,67,4.13,15.0,245.0,62.0,G+,VG+,0.9990000000000001,6,4
RCA Victor – LPM-2654,US,Jazz,1963,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Art Blakey's Jazz Messengers* , A Night In Tunisia,RCA Victor ,63,4.0,7.0,107.0,89.0,NM or M-,NM or M-,0.927,7,7
Carlton – LP-12/113,US,Jazz,25 Jun 1959,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Tony Scott (2) / Jimmy Knepper , Free Blown Jazz,Carlton ,59,3.71,7.0,114.0,55.0,VG,VG+,1.0,6,5
"Prestige – MJ-7035, Top Rank International – RANK-7027",Japan,Jazz,14 Jul 1962,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,John Coltrane ," The Best Of John Coltrane, Vol. 1",Prestige ,62,5.0,2.0,5.0,7.0,VG,VG+,1.0,6,5
Riverside Records – RLP 12-294,US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Various , New Blue Horns,Riverside Records ,59,3.67,3.0,39.0,27.0,VG+,VG,0.997,5,6
Blue Note – BLP 4240,US,Jazz,1966,"Hard Bop, Soul-Jazz",1,0,0,1,0,0,0,0,1,25.0,Stanley Turrentine , Rough 'N Tumble,Blue Note ,66,4.36,22.0,225.0,103.0,VG,VG,0.996,5,5
Jazzland – JLP 13,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Randy Weston And Cecil Payne , Greenwich Village Jazz,Jazzland ,60,3.5,2.0,33.0,47.0,VG+,VG+,0.9990000000000001,6,6
"Verve Records – V6-8623, Verve Records – SMAS-90671",US,Jazz,1966,"Bossa Nova, Hard Bop, Latin Jazz",0,0,0,0,0,0,0,0,0,25.0,Stan Getz / João Gilberto , Getz / Gilberto #2,Verve Records ,66,4.33,9.0,168.0,110.0,VG,NM or M-,0.998,7,5
Verve Records – MGV 8188-2,US,Jazz,1956,"Bop, Hard Bop, Cool Jazz",0,0,0,0,0,0,0,0,0,25.0,Stan Getz , At The Shrine,Verve Records ,56,3.6,5.0,38.0,43.0,VG,VG+,1.0,6,5
Blue Note – BST 84272,US,"Jazz, Funk / Soul",1968,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Blue Mitchell , Heads Up!,Blue Note ,68,4.18,49.0,359.0,311.0,VG,VG,1.0,5,5
Charlie Parker Records – PLP-405,US,Jazz,01 Jan 1963,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Lester Young , Pres Is Blue,Charlie Parker Records ,63,4.0,6.0,177.0,23.0,NM or M-,NM or M-,0.982,7,7
Mercury – SR 60679,US,Jazz,1962,"Hard Bop, Soul-Jazz",0,1,0,0,0,0,0,0,1,25.0,Roland Kirk , We Free Kings,Mercury ,62,4.42,24.0,253.0,175.0,VG+,VG,0.992,5,6
Columbia – CS 9668,US,Jazz,1968,"Hard Bop, Big Band, Jazz-Funk",0,0,0,0,0,0,0,0,0,25.0,Don Ellis , Shock Treatment,Columbia ,68,3.75,28.0,360.0,103.0,NM or M-,NM or M-,1.0,7,7
Riverside Records – RLP 9344,US,Jazz,1965,Hard Bop,1,0,0,0,0,0,0,0,1,25.0,The Cannonball Adderley Quintet At The Lighthouse* Featuring Nat Adderley , At The Lighthouse,Riverside Records ,65,3.83,6.0,41.0,34.0,VG+,VG+,1.0,6,6
Atlantic – SD 1541,US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,John Coltrane , The Best Of John Coltrane,Atlantic ,70,4.42,79.0,1142.0,108.0,NM or M-,NM or M-,1.0,7,7
Verve Records – V6-8346,US,Jazz,1963,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Coleman Hawkins , Coleman Hawkins And Confreres,Verve Records ,63,0.0,0.0,7.0,11.0,VG,VG+,0.995,6,5
Riverside Records – RLP 12-242,US,Jazz,1958,"Bop, Hard Bop",0,1,0,0,0,1,0,0,1,25.0,Thelonious Monk Septet , Monk's Music,Riverside Records ,58,4.57,14.0,149.0,157.0,G,F,1.0,2,3
Columbia – CL 998,US,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Don Byrd* - Gigi Gryce , Jazz Lab,Columbia ,57,4.33,3.0,17.0,45.0,VG,VG,0.995,5,5
United Artists Records – UAL-4007,US,Jazz,1958,"Bop, Post Bop, Hard Bop",0,0,0,0,0,1,0,0,1,25.0,Art Farmer , Modern Art,United Artists Records ,58,4.5,20.0,158.0,160.0,VG,F,1.0,2,5
Verve Records – V-8684,US,Jazz,1966,"Modal, Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,Curtis Amy , Mustang,Verve Records ,66,4.5,8.0,51.0,43.0,VG+,VG+,1.0,6,6
"Impulse! – AS-67, Impulse! – A-67",US,"Jazz, Stage & Screen",1964,"Soul-Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Shirley Scott Trio , Great Scott!!,Impulse! ,64,4.5,2.0,48.0,19.0,VG+,NM or M-,1.0,7,6
Norgran Records – MG N 2000-2,US,Jazz,1955,"Bop, Hard Bop, Cool Jazz",0,0,0,0,0,0,0,0,0,25.0,Stan Getz , At The Shrine,Norgran Records ,55,4.13,8.0,53.0,109.0,VG,VG+,0.9990000000000001,6,5
Blue Note – BST-84078,US,"Jazz, Blues",1961,"Soul-Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Jimmy Smith , Midnight Special,Blue Note ,61,4.0,48.0,480.0,232.0,VG+,VG,1.0,5,6
"Impulse! – STEREO A-11, Impulse! – AS-11",US,Jazz,1970,"Hard Bop, Big Band",0,0,0,0,0,0,0,0,0,25.0,Quincy Jones And His Orchestra , The Quintessence,Impulse! ,70,3.0,3.0,25.0,14.0,VG+,NM or M-,0.9890000000000001,7,6
Atlantic – SD 1474,US,Jazz,1967,"Contemporary Jazz, Hard Bop",0,0,0,1,1,0,1,1,1,25.0,Nat Adderley , Live At Memory Lane,Atlantic ,67,3.29,7.0,105.0,35.0,VG+,VG,1.0,5,6
"Supraphon – DV 10123, Gramofonový Klub – DV 10123",Czechoslovakia,Jazz,1963,"Bop, Hard Bop, Big Band, Dixieland",0,0,0,0,0,0,0,0,0,25.0,Various , Československý Jazz 1962,Supraphon ,63,4.6,5.0,54.0,39.0,VG+,NM or M-,0.9990000000000001,7,6
Blue Note – BST 84283,US,Jazz,1970,"Hard Bop, Post Bop, Modal",0,0,0,0,0,0,0,0,0,25.0,Booker Ervin , The In Between,Blue Note ,70,4.29,7.0,84.0,44.0,VG+,VG+,1.0,6,6
Columbia – CL 1161,US,Jazz,1958,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,The J.J. Johnson Quintet , J. J. In Person!,Columbia ,58,3.74,23.0,346.0,47.0,VG+,NM or M-,0.987,7,6
Blue Note – BST 84250,US,Jazz,1967,"Soul-Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Horace Silver Quintet* , The Jody Grind,Blue Note ,67,4.45,22.0,189.0,125.0,VG,VG,0.996,5,5
Atlantic – SD 1541,US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,John Coltrane , The Best Of John Coltrane,Atlantic ,70,4.42,79.0,1142.0,108.0,NM or M-,M,0.997,8,7
Riverside Records – RLP 9388,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Cannonball Adderley Quintet , Plus,Riverside Records ,61,4.25,16.0,199.0,54.0,VG,VG+,0.997,6,5
Columbia – CL 2127,US,Jazz,1964,"Hard Bop, Post Bop",0,0,0,0,0,0,0,0,0,25.0,The Dave Brubeck Quartet , Time Changes,Columbia ,64,4.09,46.0,743.0,51.0,VG,NM or M-,0.986,7,5
"Prestige – NJ 8259, New Jazz – NJ 8259, New Jazz – PRNJ 8259",US,Jazz,1961,"Hard Bop, Post Bop",0,0,0,0,0,0,0,0,0,25.0,Ken McIntyre , Stone Blues,Prestige ,61,4.25,12.0,71.0,127.0,G+,G+,0.997,4,4
Epic – ELPS-3501,Australia,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Slide Hampton & His Orchestra* ," Drum Suite Parts I, II, III, IV, V",Epic ,62,0.0,0.0,4.0,6.0,VG+,VG+,0.987,6,6
Verve Records – MG VS-6027,US,Jazz,1960,"Bop, Hard Bop",0,0,0,1,1,0,1,1,1,25.0,Stan Getz And J.J. Johnson , At The Opera House,Verve Records ,60,4.75,4.0,52.0,26.0,VG+,NM or M-,0.987,7,6
Blue Note – BST 84325,US,Jazz,1969,"Hard Bop, Soul-Jazz",0,0,0,0,0,1,0,0,1,25.0,Horace Silver , The Best Of Horace Silver,Blue Note ,69,4.65,26.0,310.0,32.0,VG+,VG+,0.9940000000000001,6,6
Columbia – CS 9091,US,Jazz,1965,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Monk* , Monk.,Columbia ,65,4.33,85.0,998.0,286.0,VG,VG+,0.975,6,5
"Cadet – LPS-4049, Cadet – LP-4049, Cadet – 4049",US,Jazz,1966,Hard Bop,1,1,1,0,0,0,0,0,1,25.0,Art Blakey And The Jazz Messengers* , Tough!,Cadet ,66,3.85,13.0,146.0,76.0,VG+,VG+,0.998,6,6
Verve Records – V-8635,US,Jazz,1966,Hard Bop,0,0,0,0,0,1,0,0,1,25.0,"Johnny Hodges, Wild Bill Davis ", Blue Pyramid,Verve Records ,66,0.0,0.0,7.0,13.0,VG,VG+,0.9940000000000001,6,5
"Blue Note – BLP 1508, Blue Note – BST 81508, Blue Note – BLP-1508/BST-81508",US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,The Jazz Messengers* , At The Cafe Bohemia Volume 2,Blue Note ,66,4.0,2.0,65.0,86.0,VG+,VG+,1.0,6,6
RCA Victor – LPM-1328,US,Jazz,1956,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,The Birdland Stars , The Birdland Stars On Tour Vol. 2,RCA Victor ,56,4.0,1.0,77.0,8.0,VG,VG,0.998,5,5
"Blue Note – BST 84002, BLP 4002",US,Jazz,1970,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,25.0,Jimmy Smith , House Party,Blue Note ,70,4.25,4.0,46.0,35.0,VG+,VG,1.0,5,6
AMIGA – 8 55 177,German Democratic Republic (GDR),Jazz,1969,"Hard Bop, Bossa Nova, Free Jazz",0,0,0,0,0,0,0,0,0,25.0,Volkmar Schmidt Combo / Michael Fritzen Quartett , Modern Jazz Studio Nr. 3,AMIGA ,69,5.0,9.0,104.0,71.0,NM or M-,NM or M-,0.99,7,7
"CBS – BPG 62081, CBS – CL 1812",UK,Jazz,1962,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,25.0,Miles Davis , Miles Davis At Carnegie Hall,CBS ,62,4.09,11.0,151.0,77.0,VG,VG+,1.0,6,5
"Prestige – PR 7246, Prestige – PRLP 7246",US,Jazz,1962,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Sonny Rollins , Worktime,Prestige ,62,5.0,4.0,102.0,81.0,VG,VG,0.9990000000000001,5,5
EmArcy – MG 36105,US,Jazz,1956,"Bop, Hard Bop",0,0,0,1,1,0,1,1,1,25.0,Bobby Jaspar And His All Stars* , Bobby Jaspar And His All Stars,EmArcy ,56,4.33,3.0,46.0,20.0,VG+,VG+,0.997,6,6
Atlantic – 1247,US,Jazz,1962,"Hard Bop, Cool Jazz",0,0,0,0,0,0,0,0,0,25.0,The Modern Jazz Quartet Guest Artist: Jimmy Giuffre , The Modern Jazz Quartet At Music Inn Volume 1,Atlantic ,62,3.25,8.0,78.0,25.0,VG+,VG,1.0,5,6
"Prestige – PR 7224, Prestige – PRLP 7224",US,Jazz,1962,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,The Milt Jackson Quartet Featuring Horace Silver , Soul Pioneers,Prestige ,62,4.29,14.0,138.0,50.0,VG+,VG+,1.0,6,6
Janus Records – JLS 3020,US,Jazz,1970,"Soul-Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Eddie Harris , Smokin,Janus Records ,70,4.38,16.0,146.0,168.0,VG+,VG+,0.996,6,6
A&M Records – SP-3006,US,Jazz,1968,"Hard Bop, Contemporary Jazz",0,0,0,0,0,0,0,0,0,25.0,Wes Montgomery , Down Here On The Ground,A&M Records ,68,4.0,14.0,165.0,52.0,VG+,VG+,0.995,6,6
"Prestige – PR 7245, Prestige – PRST 7245",US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,Thelonious Monk , We See,Prestige ,62,4.0,2.0,13.0,80.0,VG+,VG+,1.0,6,6
United Artists Records – UAL-5007,US,Jazz,1960,"Bop, Post Bop, Hard Bop",0,0,0,0,0,0,0,0,0,25.0,Art Farmer , Modern Art,United Artists Records ,60,0.0,0.0,14.0,37.0,G,VG+,1.0,6,3
Mercury – MG 36135,US,Jazz,1958,Hard Bop,0,0,0,1,1,0,1,1,1,25.0,"Julian ""Cannonball"" Adderley* ", Cannonball's Sharpshooters,Mercury ,58,4.67,3.0,103.0,55.0,VG+,NM or M-,0.99,7,6
Pacific Jazz – ST-20167,US,Jazz,1969,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,25.0,Klaus Doldinger Quartet* , Blues Happening,Pacific Jazz ,69,4.0,1.0,27.0,16.0,VG,NM or M-,0.995,7,5
Blue Note – BST 84309,US,Jazz,1969,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,25.0,The Horace Silver Quintet , You Gotta Take A Little Love,Blue Note ,69,4.5,44.0,441.0,127.0,VG,VG+,1.0,6,5
Blue Note – BLP-4008,US,Jazz,1959,"Bop, Hard Bop",1,0,1,1,0,1,0,0,1,25.0,The Horace Silver Quintet , Finger Poppin' With The Horace Silver Quintet,Blue Note ,59,4.44,48.0,345.0,302.0,VG,F,1.0,2,5
Roulette – SR 52094,US,Jazz,Jan 1963,Hard Bop,0,0,0,0,0,0,0,0,0,25.0,John Coltrane & Lee Morgan , The Best Of Birdland: Volume 1.,Roulette ,63,4.86,7.0,83.0,94.0,G+,VG+,1.0,6,4
