Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Sal Salvador Quintet – Sal Salvador Quintet,Blue Note – BLP 5035,US,"Vinyl, LP, 10"", Album","Title on front cover and label is ""Sal Salvador Quintet."" Back cover credits to ""Sal Salvador Quintet/Quartet."" This is because Frank Sokolov does not play on all the tracks.

Blue and white label with 161 Lexington Ave NYC address.",Jazz,1954,"Bop, Cool Jazz","Rated 4.57 of 7 votes (45 have, 70 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$145.99
Miles Davis – 'Round About Midnight,Columbia – CL 949,US,"Vinyl, LP, Album, Mono","Original mono pressing on the deep groove 6-eye label.

Label variation: album title and artist name each written on 2 lines (4 lines total) above the spindle hole and the small Columbia ""eye"" symbol is to the bottom-right of the circled ""LP"" at bottom of labels.

Liner notes: ""Dear Old Stockholm is a Swedish folk tune...""
The back seam reads: The Miles Davis Quintet",Jazz,1957,Hard Bop,"Rated 4.57 of 23 votes (220 have, 278 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,$144.00
Henry Mancini – Sounds And Scores,Northridge Music Inc. – N8OL-0196-0201,US,"3 × Vinyl, 7"", 33 ⅓ RPM
Box Set, Book In Slipcase","245 page hardcover book with red binding in a mostly black cardboard slipcase.

A white paper envelope pasted inside the front cover contains three 7"" records.

Subtitled ""A Practical Guide to Professional Orchestration""

Originally published at $15.00.","Jazz, Stage & Screen",1962,"Big Band, Score","No Rating Yet (4 have, 4 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.8%,nan,nan,$145.00
Yamashita Yosuke Trio* – Mokujiki,VICTOR WORLD GROUP – SMJX-10088,Japan,"Vinyl, LP, Album, Gatefold",nan,Jazz,1970,Free Jazz,"Rated 4.00 of 5 votes (30 have, 137 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),97.7%,nan,nan,$142.00
Coltrane* – Live At Birdland,Sparton Impulse! Records – A-50,Canada,"Vinyl, LP, Album, Mono","Tracks A1, A2 & B1 recorded live at Birdland, New York on October 8, 1963. Tracks B2 & B3 recorded in the studio on November 18, 1963.

Mono A-50 on spine and cover. A-50 on labels.
Red Sparton Impulse! Records labels.

On labels:
A Product Of Am-Par Record Corp.
Made In London, Canada

On inner cover:
Printed in Canada. Manufactured by Sparton of Canada Ltd., London, Canada",Jazz,1964,Modal,"Rated 5.00 of 2 votes (7 have, 51 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Birdland,nan,$140.01
Bob Smith (23) – The Visit,Kent – KST-551,US,"2 × Vinyl, LP, Album","Disc is labeled side A: ""Side 1"" and B: ""Side 3"", C: ""Side 2"" and D: ""Side 4"".
Gatefold sleeve
Includes poster.","Jazz, Rock, Blues",1970,"Blues Rock, Jazz-Rock, Hard Rock, Psychedelic Rock","Rated 4.45 of 44 votes (172 have, 439 want)",Very Good Plus (VG+),Sleeve: Good Plus (G+),100.0%,nan,nan,$145.81
Nat King Cole – People,Capitol Records – 7C-11041,Brazil,"Vinyl, 7"", 33 ⅓ RPM, Single, Mono","Licensed by Associated Arts, N.V.
Single released in Brazil in 1965",Jazz,1965,Bossa Nova,"Rated 4.00 of 1 votes (5 have, 2 want)",Near Mint (NM or M-),Sleeve: Mint (M),98.1%,nan,nan,$143.81
Annisteen Allen – No More Lovin' / Take A Chance On Me,Capitol Records – F2937,US,"Vinyl, 7"", Single, Promo",nan,"Jazz, Latin, Blues",1954,Rhythm & Blues,"No Rating Yet (13 have, 78 want)",Very Good Plus (VG+),Sleeve: Generic,99.4%,nan,nan,$145.00
The Horace Silver Quintet Plus J.J. Johnson – The Cape Verdean Blues,Blue Note – BST 84220,US,"Vinyl, LP, Album, Stereo","Label information:
33 1/3 Stereo Long Playing
Blue Note Records Inc - New York

Sleeve Information:
For Complete Catalog Write To Blue Note Records Inc., 43 West 61st St., New York 23

1st original issue has:
- blue/white Blue Note Records labels with NEW YORK USA,
- VAN GELDER stamped and ""P"" (wrongly called ""ear"") for Plastylite plant etched in the dead wax, both sides,
- non-laminated cover with 43 West 61st St., New York 23 address on back,",Jazz,Dec 1965,"Hard Bop, Post Bop","Rated 4.53 of 59 votes (400 have, 248 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),95.2%,nan,Plastylite,$145.00
The Cecil Taylor Quartet – Looking Ahead!,Contemporary Records – M3562,US,"Vinyl, LP, Album, Mono","Recorded on 9 June 1958 at Nola's Penthouse Studios, NYC.
Yellow deep grove labels",Jazz,1959,Free Jazz,"Rated 4.33 of 15 votes (119 have, 130 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),99.5%,Nola Recording Studios,nan,$145.00
Monguito Santamaria – On Top,"Fania Records – SLP-338, Fania Records – SLP 338",US,"Vinyl, LP, Album, Stereo","Recorded at Impact Sound Studio.
Fania Records, Inc. 850 Seventh Avenue, N.Y.C.

A1: D.R.","Jazz, Latin, Funk / Soul",1968,"Cha-Cha, Boogaloo, Guaguancó, Descarga, Latin Jazz, Guajira","Rated 4.71 of 7 votes (23 have, 86 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.6%,Impact Sound Studio,nan,$145.00
John Coltrane – Coltrane Jazz,"Atlantic – 1354, Atlantic – SD-1354, Atlantic – SD 1354",US,"Vinyl, LP, Album, Stereo","Stereo pressing on Blue and Green deep grooved label

Tracks A1, B3 recorded on November 24, 1959.
Tracks A3 to B2, B4 recorded on December 2, 1959.
Track A2 recorded October 21, 1960.",Jazz,1961,Post Bop,"Rated 4.46 of 67 votes (621 have, 402 want)",Mint (M),Sleeve: Near Mint (NM or M-),99.3%,nan,nan,$142.50
Jimmy Yancey / Cripple Clarence Lofton – Pioneers Of Boogie Woogie,Jazztone (2) – J-1224,US,"Vinyl, LP, Compilation, Mono, Purple Sleeve",A Jazztone Society Classic,"Jazz, Blues",1956,Boogie Woogie,"No Rating Yet (4 have, 2 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),96.6%,nan,nan,$145.00
Donald Byrd – Fuego,"Blue Note – BLP 4026, Blue Note – 4026",US,"Vinyl, LP, Album, Mono","Recorded October 4, 1959.

Original mono pressing with 47 West 63rd • NYC labels, Plastylite P/""ear"", and RVG stamp in runouts.

Also released as stereo BST 84026.",Jazz,Jun 1960,Hard Bop,"Rated 4.70 of 40 votes (242 have, 397 want)",Very Good (VG),Sleeve: Good Plus (G+),99.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$145.00
Blue Mitchell – Heads Up!,Blue Note – BST 84272,US,"Vinyl, LP, Album","Classic blue/white labels
Blue Note A Division of Liberty Records, Inc.","Jazz, Funk / Soul",1968,Hard Bop,"Rated 4.18 of 49 votes (359 have, 311 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.2%,nan,nan,$145.91
Joe Henderson – Power To The People,Milestone (4) – MSP 9024,US,"Vinyl, LP, Album, Gatefold","Recorded at Plaza Sound Studios, New York City; May 23 (A2, B1) and May 29 (A1, A3, A4, B2, B3).

All tracks published by Johen Music-BMI except A3 published by Ronald Carter Music-BMI and B2 published by Chappell-ASCAP.

A product of Milestone Records, Inc.
119 West 57th Street, New York, N.Y. 10019",Jazz,1969,"Hard Bop, Post Bop","Rated 4.55 of 11 votes (129 have, 433 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,Plaza Sound Studios,nan,$145.00
"Cannonball Adderley, Miles Davis, Hank Jones, Sam Jones, Art Blakey – Somethin' Else","Blue Note – 1595, Blue Note – BST 1595",US,"Vinyl, LP, Album, Stereo","Address on labels: Blue Note Records Inc. • 47 West 63rd • NYC
Address on back cover: Blue Note Records Inc., 43 West 61st St., New York 23

Catalog number on front cover, back cover, and spine: 1595
Catalog number on labels: BST 1595

B1 and B2: Groove Music - BMI

Identifying characteristics:
- Blue and white deep groove 'West 63rd St.' labels
- 'RVG STEREO' stamped in the runout grooves
- Plastylite 'ear' symbol etched in the runout grooves
- Front laminated cover

A gold 'Stereo' sticker was affixed to the front cover of some copies.",Jazz,May 1959,"Bop, Hard Bop","Rated 4.80 of 61 votes (358 have, 828 want)",Good Plus (G+),Sleeve: Very Good Plus (VG+),99.6%,nan,Plastylite,$145.00
Cecil Taylor Quintet – Hard Driving Jazz,United Artists Records – UAL 4014,US,"Vinyl, LP, Album, Mono","Recorded in New York City on October 13, 1958.",Jazz,1959,"Hard Bop, Modal","Rated 3.94 of 16 votes (99 have, 291 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$145.00
Ray Barretto Orchestra* – Latino!,Riverside Records – RM 3520,US,"Vinyl, LP, Album, Mono","Recorded At Plaza Sound Studios; New York City

Liner notes clarify that the band is Barretto's regular group, ""La Charanga Moderna"", plus guest stars (Vivar, Silvia, Rodriguez).

These releases are available in both stereophonic (RLP 93520) on a greenish blue colored label with ""Orpheum Productions Inc. New York City. And this edition in monaural (RM 3520) with blue colored center record labels with ""Bill Grauer Productions Inc.""","Jazz, Latin",1963,"Latin Jazz, Mambo, Cha-Cha, Descarga, Bossa Nova","Rated 5.00 of 4 votes (32 have, 69 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,nan,nan,$140.00
三橋美智也* & 見砂直照と東京キューバン・ボーイズ* – Shamisen Recital / 三味線リサイタル ～三味線とラテン・リズムによる日本の幻想！～,King Records – SKJ 1029,Japan,"Vinyl, LP, Album","[演奏]
三橋美智也（Michiya Mihashi）
見砂直照と東京キューバン・ボーイズ（Tadaaki Misago & Tokyo Cuban Boys）","Jazz, Latin, Folk, World, & Country",1963,Min'yō,"Rated 3.33 of 3 votes (9 have, 55 want)",Mint (M),Sleeve: Mint (M),100.0%,nan,nan,$145.00
Eric Dolphy – Out To Lunch!,Blue Note – BST 84163,US,"Vinyl, LP, Album, Stereo, Repress, Transitional","Eric Dolphy performs by courtesy of FM Records.

Liberty Era Stereo Repress with New York, USA Labels, 'Van Gelder' and 'Stereo' stamped in runout. No Deep groove, No EAR.

43 West 61st St. New York 23 on bottom back cover , Liberty Blue Note logo upper left, catalog numbers upper right.",Jazz,1966,"Hard Bop, Free Jazz, Modal, Post Bop","Rated 4.86 of 7 votes (31 have, 242 want)",Very Good (VG),Sleeve: Near Mint (NM or M-),98.7%,nan,nan,$140.00
The John Coltrane Quartette* – Coltrane,Impulse! – AS-21,US,"Vinyl, LP, Album, Stereo, Repress, Gatefold","Recorded 11 April and 20 June, 1962 at Van Gelder Studios, Englewood Cliffs, New Jersey.

1968 ABC Impulse! repress with black/red outer ring label stating at bottom ""A product of ABC Records, Inc. New York, N.Y. 10019. Made in USA.""",Jazz,1968,"Post Bop, Free Improvisation, Modal","Rated 4.77 of 13 votes (118 have, 127 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),82.3%,nan,nan,$144.83
Golden Boys – Golden Boys,Odeon – MOFB 3590,Brazil,"Vinyl, LP",nan,"Jazz, Latin, Funk / Soul",1969,MPB,"Rated 4.60 of 5 votes (31 have, 187 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$144.00
Della Reese – Special Delivery,RCA Victor – LPM-2391,US,"Vinyl, LP, Album, Mono, Indianapolis Pressing","Distinguishing features of this submission:
Black RCA Victor labels with Nipper logo top-centered beneath RCA Victor.
Long [33⅓] Play inner, bottom rim text, in use mid-1950's- early 1960's before the Dynagroove label.
""New Orthophonic High Fidelity"" left-center inside the pressing ring impression at 9:00.

M5PP label matrix translates as M-1961, 5-Hugo & Luigi Productions (1959-62), P- Popular, P- 12"" - 33⅓ RPM - Fine (Mono)

Pressed by RCA Records Pressing Plant, Indianapolis, IN
Pressing is identified by the stamped capitol letter, Ⅰ, in the deadwax.","Jazz, Pop",1961,"Vocal, Ballad, Swing","No Rating Yet (5 have, 1 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.3%,RCA Victor's Music Center Of The World,"RCA Records Pressing Plant, Indianapolis",$140.19
"Coleman Hawkins, Charlie Shavers, Tiny Grimes – Hawk Eyes","Prestige – 7156, Prestige – PRLP 7156",US,"Vinyl, LP, Album, Mono","Mono 1st pressing, with ""deep groove"" yellow firework Bergenfield labels.",Jazz,1959,Swing,"Rated 4.20 of 5 votes (59 have, 78 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$140.00
Miles Davis – Milestones,Columbia – CL 1193,US,"Vinyl, LP, Album, Mono","Mono pressing and label variation, with red Columbia ""6 Eye"" labels.

** also issued on Columbia CS 9428; Columbia/Legacy CJ 40837, CK 40837 entitled ""Milestones (fake stereo)"".

Credits not from sleeve:
Miles Davis (tp) Cannonball Adderley (as) John Coltrane (ts) Red Garland (p) Paul Chambers (b) Philly Joe Jones (d)
Columbia 30th Street Studios, NYC, February 4, 1958
CO60199-2 Two Bass Hit
CO60201-2 Straight, No Chaser
CO60202-3 Milestones (Miles)
Miles Davis (tp, p -1, tp -2) Cannonball Adderley (as) John Coltrane (ts) Red Garland (p -2) Paul Chambers (b) Philly Joe Jones (d)
Columbia 30th Street Studios, NYC, March 4, 1958
CO60204-1 Sid's Ahead
CO60203-2 Dr. Jackle (Dr. Jeckyll)

B1 (""Milestones""), listed as ""Miles"" on label.",Jazz,1958,,"Rated 4.62 of 183 votes (1561 have, 1223 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),nan,Columbia 30th Street Studio,"Columbia Records Pressing Plant, Bridgeport",$140.00
Stanley Turrentine – Hustlin',Blue Note – BLP 4162,US,"Vinyl, LP, Album, Mono","Recorded on January 24, 1964.

Shirley Scott performs by courtesy of Prestige Records.

The 1st original Mono issue has:
- blue/white deep grooved Blue Note Records Inc - New York Usa labels,
- Van Gelder stamped in the dead wax, both sides,
- ""P"" (otherwise wrongly called ""ear"") for Plastylite plant etched in the trail off, both sides,
- non laminated jacket,
- 43 West 61st St., New York 23 address on back cover",Jazz,Mar 1965,Hard Bop,"Rated 4.29 of 14 votes (158 have, 197 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$143.90
Freddie Roach – Brown Sugar,"Blue Note – 4168, Blue Note – BLP 4168",US,"Vinyl, LP, Album, Mono, Ear","Recorded on March 19, 1964.
First original mono pressing with Plastylite ""ear"" (P) symbol and ""Van Gelder"" stamped in the runouts and New York, USA labels.

First catalog number on cover, second on label.",Jazz,1964,Soul-Jazz,"Rated 4.15 of 27 votes (139 have, 172 want)",Very Good (VG),Sleeve: Near Mint (NM or M-),98.7%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$140.00
The Ray Draper Quintet Featuring John Coltrane – The Ray Draper Quintet Featuring John Coltrane,"New Jazz – 8228, New Jazz – NJLP 8228",US,"Vinyl, LP, Album, Mono","From the labels: A Product of Prestige Records Inc., 203 S. Washington Ave., Bergenfield. N.J.

Cover: 8228
Label: NJLP 8228",Jazz,1958,Hard Bop,"Rated 4.24 of 17 votes (124 have, 289 want)",Very Good (VG),Sleeve: Very Good (VG),99.7%,nan,nan,$145.00
Miles Davis – Kind Of Blue,Columbia – CL 1355,US,"Vinyl, LP, Misprint, Mono","Recorded on March 2 & April 22, 1959.
Labels are both side US Mono 6-Eye, 'Made in U. S. A.' printed below.

This cover is misprinted:
• On front cover, we read 'Adderly' instead of 'Adderley'
• Same mistake on back cover
• B side tracks are reversed on back cover. 'Flamenco Sketches' comes first, but 'All Blues' should be first.",Jazz,17 Aug 1959,Modal,"Rated 5.00 of 9 votes (66 have, 796 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,nan,nan,$145.79
Miles Davis Sexteto* – Someday My Prince Will Come,CBS – 8449,Argentina,"Vinyl, LP, Album, Mono",nan,Jazz,11 Dec 1961,"Hard Bop, Modal","No Rating Yet (7 have, 48 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$145.00
Dave Pike – Bossa Nova Carnival,New Jazz – NJ8281,US,"Vinyl, LP, Stereo","Dave Pike Plays The Music Of João Donato
With Clark Terry And Kenny Burrell

Recorded: Sept 6 & 7, 1962",Jazz,1962,Bossa Nova,"No Rating Yet (2 have, 31 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,nan,nan,$145.00
The Horace Silver Quintet Plus J.J. Johnson – The Cape Verdean Blues,Blue Note – BST 84220,US,"Vinyl, LP, Album, Stereo","Label information:
33 1/3 Stereo Long Playing
Blue Note Records Inc - New York

Sleeve Information:
For Complete Catalog Write To Blue Note Records Inc., 43 West 61st St., New York 23

1st original issue has:
- blue/white Blue Note Records labels with NEW YORK USA,
- VAN GELDER stamped and ""P"" (wrongly called ""ear"") for Plastylite plant etched in the dead wax, both sides,
- non-laminated cover with 43 West 61st St., New York 23 address on back,",Jazz,Dec 1965,"Hard Bop, Post Bop","Rated 4.53 of 59 votes (400 have, 248 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.9%,nan,Plastylite,$144.44
Cal Tjader – San Francisco Moods,Fantasy – 8017,US,"Vinyl, LP, Album, Stereo, Blue Translucent","Recorded in San Francisco, 1958.","Jazz, Latin",1958,Latin Jazz,"Rated 5.00 of 2 votes (19 have, 57 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),98.9%,nan,nan,$140.00
Milt Jackson & John Coltrane – Bags & Trane,Atlantic – SD 1368,US,"Vinyl, LP, Album, Stereo","Stereo blue/green white fan logo labels.
_

Side one:
1. Bags & Trane (by Milt Jackson, MJQ Music, BMI)
2. Three Little Words (by Harry Ruby & Bert Kalmar, Harms, Inc, ASCAP)
3. The Night We Called It A Day (by Matt Dennis & Tom Adair, Embassy Music, BMI)

Side two:
1. Be-Bop (by Dizzy Gillespie, Leeds, ASCAP)
2. The Late Late Blues (by Milt Jackson, MJQ Music, BMI)

Atlantic Recording Corporation, 1841 Broadway, New York 23, New York

Printed in U.S.A.",Jazz,1961,Hard Bop,"Rated 4.56 of 16 votes (139 have, 214 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,$145.00
Charles Mingus – The Black Saint And The Sinner Lady,His Master's Voice – CLP 1694,UK,"Vinyl, LP, Mono, Narrow Font","Recorded January 20, 1963. Front laminated Garrod & Lofthouse: Patents Pending flipback sleeve, label has ""Sold In U.K. Subject To Resale price Conditions"" text.
Note: The tracks on side B are continuous without breaks.

""Narrow"" font on label (see letter ""C"" in catalogue number), another version uses a ""wide"" font (The Black Saint And The Sinner Lady)",Jazz,1964,,"Rated 4.64 of 11 votes (113 have, 433 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,$145.00
Miles Davis – Nefertiti,Columbia – CS 9594,US,"Vinyl, LP, Album, Stereo","* Recorded on June 7, June 22–23 & July 19, 1967, at Columbia's 30th Street Studio, known as ""The ""Church"", in NYC.
* Red Columbia label with ""COLUMBIA"" & ""360 SOUND STEREO...."" in white lettering.
* ""T"" in runout = Columbia's Terre Haute pressing plant.
* ""o"" in runout = Columbia's Customatrix mastering facility.
* 2.75"" P-ring.
* No discernable jacket printing number (2,3,4,5,6, etc) on lower back of jacket for some due to inherent ""pixelization"" of original jacket picture of Miles. Normally, a ""4"" for Imperial Packing Co., Inc. of Indianapolis, IN or
""5"" for Modern Album of Terre Haute, IN or ""6"" for Imperial Packing Co., Inc. of Indianapolis, IN (when suppling West Coast pressing plant), and so on.",Jazz,04 Mar 1968,Modal,"Rated 4.34 of 139 votes (1319 have, 922 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.0%,Columbia 30th Street Studio,"Columbia Records Pressing Plant, Terre Haute",$143.25
